"hscode"	"Duty"	"import_euro_kg"	"anti-dumping"	"description_hscode"	"description_en_chinois"	"date_search"	"lien"
"7210708011"	" 0 %          "	"1.48"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated / - Painted, varnished or coated with plastics / - - Other / - - - Not further worked than surface-treated or simply cut into shapes other than rectangular (including square) / - - - - Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coating of zinc-dust (a zinc-rich paint, containing by weight 70 % or more of zinc) and excluding products with a substrate with a metallic coating of chromium or tin / "	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/宽度为600 mm或以上的铁或非合金钢扁轧产品，包层、电镀或涂层/涂漆、涂漆或涂塑料/-其他/-未经表面处理或简单切割成非合金钢矩形（包括方形）以外的形状，至少一面涂漆、涂漆或涂塑料，不包括最终涂层为锌粉（一种富锌油漆，按重量计含锌70%或以上）的产品，也不包括基底为铬或锡金属涂层的产品/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7210708011&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7210708091"	" 0 %          "	"1.48"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated / - Painted, varnished or coated with plastics / - - Other / - - - Other / - - - - Of non-alloy steel, painted, varnished or coated with plastics on at least one side, excluding products with a final coating of zinc-dust (a zinc-rich paint, containing by weight 70 % or more of zinc) and excluding products with a substrate with a metallic coating of chromium or tin / "	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/宽度为600 mm或以上的铁或非合金钢扁轧产品，由非合金钢制成，至少一面覆有、镀有或涂有/涂漆、清漆或涂有塑料/-其他/-其他/-其他/-，涂漆、清漆或涂有塑料，不包括最终涂层为锌粉（一种富锌油漆，按重量计含锌70%或以上）的产品，也不包括基底为铬或锡金属涂层的产品/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7210708091&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7318158210"	" 3,7 %          "	"1.59"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar articles, of iron or steel / - Threaded articles / - - Other screws and bolts, whether or not with their nuts or washers / - - - Other / - - - - With heads / - - - - - Hexagonal heads / - - - - - - Other, with a tensile strength / - - - - - - - Of less than 800 MPa / - - - - - - - - Self-locking bolts and nuts (of the type ""Hi-Lok"") / "	"第十五节-（第72…83章）-贱金属和贱金属制品/钢铁制品/螺钉、螺栓、螺母、大客车螺钉、螺丝钩、铆钉、开口销、开口销、垫圈（包括弹簧垫圈）和类似的钢铁制品/-螺纹制品/-其他螺钉和螺栓，无论是否带螺母或垫圈/-其他/-带头/-六角头/-其他，抗拉强度/-小于800 MPa/-自锁螺栓和螺母（Hi-Lok型）/"	"20220624"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7318158210&country=29422&trade=0&cssfile=tarbro&date=20220624&lang=EN&page=1"
"3920999090"	" 6,5 %          "	"3.76"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / PLASTICS AND ARTICLES THEREOF / I. PRIMARY FORMS / II. WASTE, PARINGS AND SCRAP; SEMI-MANUFACTURES; ARTICLES / Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials / - Of other plastics / - - Of other plastics / - - - Other / - - - - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/塑料及其制品/I.主要形式/II。废料、削片和废料；半成品；非泡沫塑料制品/其他板、片、膜、箔和带材，未经增强、层压、支撑或类似方式与其他材料组合/-其他塑料/-其他/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3920999090&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"3920999090"	" 6,5 %          "	"3.76"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / PLASTICS AND ARTICLES THEREOF / I. PRIMARY FORMS / II. WASTE, PARINGS AND SCRAP; SEMI-MANUFACTURES; ARTICLES / Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials / - Of other plastics / - - Of other plastics / - - - Other / - - - - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/塑料及其制品/I.主要形式/II。废料、削片和废料；半成品；非泡沫塑料制品/其他板、片、膜、箔和带材，未经增强、层压、支撑或类似方式与其他材料组合/-其他塑料/-其他/-其他/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3920999090&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"1509400000"	" 122,6 EUR / 100 kg           "	"0"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Olive oil and its fractions, whether or not refined, but not chemically modified / - Other virgin olive oils / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/橄榄油及其馏分，不论是否精制，但未经化学改性/-其他初榨橄榄油/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1509400000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1801000000"	" 0 %          "	"13.06"		"Section IV - (Chapters 16...24) - Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body / COCOA AND COCOA PREPARATIONS / Cocoa beans, whole or broken, raw or roasted / "	"第四节-（第16…24章）-制备食品；饮料、烈酒和醋；烟草和人造烟草替代品；拟吸入而不燃烧的产品，不论是否含有尼古丁；其他拟将尼古丁摄入人体的含尼古丁产品/可可和可可制剂/可可豆，整粒或碎粒、生的或烤过的/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1801000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"5002000000"	" 0 %          "	"46.71"		"Section XI - (Chapters 50...63) - Textiles and textile articles / SILK / Raw silk (not thrown) / "	"第XI节-（第50…63章）-纺织品和纺织品/丝绸/生丝（未投掷）/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=5002000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"8003000000"	" 0 %          "	"19.73"		"Section XV - (Chapters 72...83) - Base metals and articles of base metal / TIN AND ARTICLES THEREOF / Tin bars, rods, profiles and wire / "	"第十五节-（第72…83章）-贱金属和贱金属制品/锡及其制品/锡棒、锡棒、型材和锡丝/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8003000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"8710000000"	" 1,7 %          "	"34.79"		"Section XVII - (Chapters 86...89) - Vehicles, aircraft, vessels and associated transport equipment / VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF / Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles / "	"第十七节-（第86…89章）-车辆、飞机、船舶和相关运输设备/车辆（铁路或有轨电车除外），及其零件和附件/坦克和其他机动装甲战车，无论是否配备武器，以及此类车辆的零件/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8710000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"9013200000"	" 0 %          "	"144.4"		"Section XVIII - (Chapters 90...92) - Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; clocks and watches; musical instruments; parts and accessories thereof / OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF / Lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this chapter / - Lasers, other than laser diodes / "	"第十八节-（第90…92章）-光学、摄影、电影、测量、检查、精度、医疗或外科仪器和器械；钟表；乐器；其零件和附件/光学、摄影、电影、测量、检查、精密、医疗或外科仪器和器械；其零件和附件/激光器，激光二极管除外；本章其他地方未规定或包含的其他光学器具和仪器/-激光，激光二极管除外/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=9013200000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"0701100000"	" 4,5 %          "	"0"		"Section II - (Chapters 06...14) - Vegetable products / EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS / Potatoes, fresh or chilled / - Seed / "	"第二节-（第06…14章）-蔬菜产品/可食用蔬菜和某些根和块茎/新鲜或冷却的土豆/-种子/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=0701100000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"0805900000"	" 12,8 %          "	"9.19"		"Section II - (Chapters 06...14) - Vegetable products / EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS / Citrus fruit, fresh or dried / - Other / "	"第二节-（第06…14章）-蔬菜产品/可食用水果和坚果；柑橘类水果或西瓜/柑橘类水果皮，新鲜或干燥/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=0805900000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"2833300000"	" 5,5 %          "	"8.29"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES / I. CHEMICAL ELEMENTS / II. INORGANIC ACIDS AND INORGANIC OXYGEN COMPOUNDS OF NON-METALS / III. HALOGEN OR SULPHUR COMPOUNDS OF NON-METALS / IV. INORGANIC BASES AND OXIDES, HYDROXIDES AND PEROXIDES OF METALS / V. SALTS AND PEROXYSALTS, OF INORGANIC ACIDS AND METALS / Sulphates; alums; peroxosulphates (persulphates) / - Alums / "	"第六节-（第28…38章）-化学或相关行业的产品/无机化学品；贵金属、稀土金属、放射性元素或同位素的有机或无机化合物/I.化学元素/II。非金属的无机酸和无机氧化合物/III.非金属的卤素或硫化合物/IV.金属的无机碱和氧化物、氢氧化物和过氧化物/V.无机酸和金属/硫酸盐的盐和过氧盐；明矾；过硫酸盐（过硫酸盐）/-明矾/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2833300000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"3603600000"	" 6,5 %          "	"0"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS / Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators / - Electric detonators / "	"第六节-（第28…38章）-化学或相关行业/爆炸物的产品；烟火制品；比赛；自燃合金；某些可燃制剂/安全保险丝；导爆索；冲击或起爆帽；点火器；电雷管/电雷管/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3603600000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"4013200000"	" 4 %          "	"4.96"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Inner tubes, of rubber / - Of a kind used on bicycles / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/内管，橡胶制/-自行车上使用的一种橡胶/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4013200000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"4418300000"	" 0 %          "	"0"		"Section IX - (Chapters 44...46) - Wood and articles of wood; wood charcoal; cork and articles of cork; manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork / WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL / Builders  joinery and carpentry of wood, including cellular wood panels, assembled flooring panels, shingles and shakes / - Posts and beams other than products of subheadings 4418 81 to 4418 89 / "	"第九节-（第44…46章）-木材和木制品；木炭；软木和软木制品；稻草、埃斯帕托或其他编织材料的制造商；篮子和柳条制品/木材和木制品；木炭/建筑细木工和木工，包括多孔木板、组装地板、木瓦和木梁/立柱和横梁，第4418 81子目至第4418 89子目产品除外/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4418300000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"4805400000"	" 0 %          "	"6.76"		"Section X - (Chapters 47...49) - Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard; paper and paperboard and articles thereof / PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD / Other uncoated paper and paperboard, in rolls or sheets, not further worked or processed than as specified in note 3 to this chapter / - Filter paper and paperboard / "	"第十节-（第47…49章）-木材或其他纤维纤维素材料的纸浆；回收（废）纸或纸板；纸和纸板及其制品/纸和纸板；纸或纸板/其他未涂布纸和纸板制成的纸浆制品，成卷或成张，未经本章注释3规定的进一步加工或加工/-滤纸和纸板/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4805400000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"8708309990"	" 4,5 %          "	"2.81"		"Section XVII - (Chapters 86...89) - Vehicles, aircraft, vessels and associated transport equipment / VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF / Parts and accessories of the motor vehicles of headings 8701 to 8705 / - Brakes and servo-brakes; parts thereof / - - Other / - - - Other / - - - - Other / "	"第XVII节-（第86…89章）-车辆、飞机、船舶和相关运输设备/铁路或有轨电车以外的车辆，及其零部件和附件/第8701至8705品目机动车零部件和附件/-制动器和伺服制动器；其零件/-其他/-其他/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8708309990&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7211233091"	" 0 %          "	"2.23"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated / - Not further worked than cold-rolled (cold-reduced) / - - Containing by weight less than 0,25 % of carbon / - - - Other / - - - - Of a thickness of 0,35 mm or more / - - - - - Of a width not exceeding 500 mm / - - - - - - In coils intended for the manufacture of tinplate / "	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/铁或非合金钢扁轧产品，宽度小于600 mm，未包覆，电镀或涂层/-冷轧（冷轧）后未进一步加工/-含碳量小于0.25%，其他/-，厚度为0.35 mm或以上，宽度不超过500 mm/-，用于制造马口铁的线圈/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7211233091&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"4014900000"	" 0 %          "	"6.4"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber / - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/卫生或医药制品（包括奶嘴），硫化橡胶制，硬质橡胶除外，带或不带硬质橡胶配件/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4014900000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"4014900000"	" 0 %          "	"6.4"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber / - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/卫生或医药制品（包括奶嘴），硫化橡胶制，硬质橡胶除外，带或不带硬质橡胶配件/-其他/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4014900000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7211233010"	" 0 %          "	"2.23"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated / - Not further worked than cold-rolled (cold-reduced) / - - Containing by weight less than 0,25 % of carbon / - - - Other / - - - - Of a thickness of 0,35 mm or more / - - - - - Of a width exceeding 500 mm / "	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/宽度小于600 mm的铁或非合金钢扁轧产品，未覆层、电镀或涂层/-未经冷轧（冷轧）后进一步加工/-含碳量小于0.25%/-其他/-厚度大于等于0.35 mm/-宽度超过500 mm/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7211233010&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7211233099"	" 0 %          "	"2.23"	"anti-dumping"	"Section XV - (Chapters 72...83) - Base metals and articles of base metal / IRON AND STEEL / I. PRIMARY MATERIALS; PRODUCTS IN GRANULAR OR POWDER FORM / II. IRON AND NON-ALLOY STEEL / Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated / - Not further worked than cold-rolled (cold-reduced) / - - Containing by weight less than 0,25 % of carbon / - - - Other / - - - - Of a thickness of 0,35 mm or more / - - - - - Of a width not exceeding 500 mm / - - - - - - Other / "	"第十五节-（第72…83章）-贱金属和贱金属/钢铁制品/I.原材料；粒状或粉末状产品/II。铁和非合金钢/宽度小于600 mm的铁或非合金钢扁轧产品，未覆层、电镀或涂层，未经冷轧（冷轧）后进一步加工，含碳量小于0.25%，厚度大于等于0.35 mm，宽度不超过500 mm，其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7211233099&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"8452900000"	" 2,7 %          "	"11.74"		"Section XVI - (Chapters 84 & 85) - Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles / NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF / Sewing machines, other than book-sewing machines of heading 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles / - Furniture, bases and covers for sewing machines and parts thereof; other parts of sewing machines / "	"第十六节-（第84章和第85章）-机械和机械装置；电气设备；其部分；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/核反应堆、锅炉、机械和机械装置的零件和附件；其零件/缝纫机，品目8440的书籍缝纫机除外；为缝纫机专门设计的家具、底座和盖子；缝纫机针/缝纫机及其部件的家具、底座和盖；缝纫机其他部件/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8452900000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"7308400000"	" 0 %          "	"1.76"		"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel / - Equipment for scaffolding, shuttering, propping or pit-propping / "	"第十五节-（第72…83章）-贱金属和贱金属制品/钢铁制品/结构（不包括品目9406的预制建筑）和结构部分（例如，桥梁和桥梁截面、锁门、塔架、格构式桅杆、屋顶、屋顶框架、门和窗及其框架和门、百叶窗、栏杆、柱和柱的门槛），由铁或钢制成；铁或钢制结构用板材、杆、角钢、型材、型材、管等/-脚手架、模板、支撑或基坑支撑设备/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7308400000&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"8536691000"	" 0 %          "	"30.14"		"Section XVI - (Chapters 84 & 85) - Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles / ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES / Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1 000 V; connectors for optical fibres, optical fibre bundles or cables / - Lamp holders, plugs and sockets / - - Other / - - - For coaxial cables / "	"第十六节-（第84章和第85章）-机械和机械装置；电气设备；其部分；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电机和设备及其零件和附件；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电气设备的零件和附件，用于切换或保护电路，或用于连接电路或电路中（例如，开关、继电器、保险丝、浪涌抑制器、插头、插座、灯座和其他连接器、接线盒），电压不超过1000 V；光纤、光纤束或电缆连接器/-灯座、插头和插座/-其他/-同轴电缆连接器/"	"20220624"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8536691000&country=29422&trade=0&cssfile=tarbro&date=20220624&lang=EN&page=1"
"4014900000"	" 0 %          "	"6.4"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber / - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/卫生或医药制品（包括奶嘴），硫化橡胶制，硬质橡胶除外，带或不带硬质橡胶配件/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4014900000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"4014900000"	" 0 %          "	"6.4"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber / - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/卫生或医药制品（包括奶嘴），硫化橡胶制，硬质橡胶除外，带或不带硬质橡胶配件/-其他/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4014900000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"7319909000"	" 2,7 %          "	"13.18"		"Section XV - (Chapters 72...83) - Base metals and articles of base metal / ARTICLES OF IRON OR STEEL / Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included / - Other / - - Other / "	"第十五节-（第72…83章）-贱金属和贱金属制品/铁或钢制品/缝纫针、针织针、钩针、钩针、刺绣细高跟鞋和类似的铁或钢制手用物品；未在其他地方指定或包括的铁或钢制安全销和其他销/-其他/-其他/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=7319909000&country=29422&trade=0&cssfile=tarbro&date=20220630&lang=EN&page=1"
"3406000000"	" 0 %          "	"2.59"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES,  DENTAL WAXES  AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER / Candles, tapers and the like / "	"第六节-（第28…38章）-化学或相关行业的产品/肥皂、有机表面活性剂、洗涤制剂、润滑制剂、人造蜡、制备的蜡、抛光或擦洗制剂、蜡烛和类似物品、建模膏、“牙科蜡”和以石膏/蜡烛、锥子等为基础的牙科制剂/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3406000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"9304000000"	" 3,2 %          "	"15.22"		"Section XIX - (Chapter 93) - Arms and ammunition; parts and accessories thereof / ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF / Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 9307 / "	"第十九节-（第93章）-武器和弹药；其零件和附件/武器和弹药；其零件和附件/其他武器（例如弹簧枪、气枪或气枪、手枪、警棍），不包括品目9307的零件和附件/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=9304000000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1108200000"	" 19,2 %          "	"11.38"		"Section II - (Chapters 06...14) - Vegetable products / PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN / Starches; inulin / - Inulin / "	"第二节-（第06…14章）-蔬菜产品/制粉业产品；麦芽；淀粉；菊粉；小麦面筋/淀粉；菊糖/-菊糖/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1108200000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
